Address,Neighborhood,Lat,Lon,Value23,Value24,Tax23,Tax24
"7 Point Road Cape Elizabeth, ME 04107",U08,43.6093898,-70.2135797,1432800,3120800,32009,34329
"7 Pond View Road Cape Elizabeth, ME 04107",U18,43.5750998,-70.2221257,240100,598300,5364,6581
"7 Quartz Knob Road Cape Elizabeth, ME 04107",U57,43.6166222,-70.2278602,525300,1300100,11735,14301
"7 Ram Island Farm Road Cape Elizabeth, ME 04107",R09,43.5580398,-70.2605687,414300,700900,9255,7710
"7 Reef Road Cape Elizabeth, ME 04107",U13,43.5848412,-70.2067176,498900,948900,11145,10163
"7 Robinhood Road Cape Elizabeth, ME 04107",U06,43.6233668,-70.2207674,369000,829000,8243,8844
"7 Rock Wall Lane Cape Elizabeth, ME 04107",U04,43.6248132,-70.2266284,398100,788100,8894,8328
"7 Rocky Hill Road Cape Elizabeth, ME 04107",U04,43.6255902,-70.2213536,218000,679500,4870,7200
"7 Rocky Knoll Road Cape Elizabeth, ME 04107",U04,43.6275433,-70.2253672,237300,757000,5301,8327
"7 Rocky Point Lane Cape Elizabeth, ME 04107",U14,43.5700514,-70.2018936,396800,1038500,8865,11424
"7 Roundabout Lane Cape Elizabeth, ME 04107",U36,43.5753156,-70.2099239,599400,1083100,13391,11639
"7 Running Tide Road Cape Elizabeth, ME 04107",U38,43.5702584,-70.2038846,663500,1724500,14823,18695
"7 Russet Lane Cape Elizabeth, ME 04107",U35,43.5967916,-70.2374429,196700,471800,4394,5190
"7 Salt Spray Lane Cape Elizabeth, ME 04107",U36,43.5765653,-70.2090899,543600,1349200,12144,14841
"7 Scott Dyer Road Cape Elizabeth, ME 04107",U22,43.5964467,-70.2301388,859200,1495400,19195,16306
"7 Sea View Avenue Cape Elizabeth, ME 04107",U02,43.6327901,-70.2234303,392500,1163200,8768,12454
"7 Silva Drive Cape Elizabeth, ME 04107",U46,43.6012015,-70.2645371,224700,567100,5020,5963
"7 Singles Road Cape Elizabeth, ME 04107",U08,43.6155403,-70.2112938,1413600,2992100,31580,32913
"7 Smugglers Cove Road Cape Elizabeth, ME 04107",U10,43.6037587,-70.2161548,426600,469200,9530,5161
"7 Southwell Road Cape Elizabeth, ME 04107",U33,43.6224841,-70.2365917,214300,533200,4787,5590
"7 Spoondrift Lane Cape Elizabeth, ME 04107",U36,43.5775467,-70.2127729,384900,1117300,8599,12290
"7 Starboard Drive Cape Elizabeth, ME 04107",U45,43.5913176,-70.2442617,171400,321800,3829,3265
"7 State Avenue Cape Elizabeth, ME 04107",U28,43.6203177,-70.2496455,155600,526200,3476,5513
"7 Steeplebush Road Cape Elizabeth, ME 04107",U58,43.5949042,-70.2547253,595700,1541900,13308,16686
"7 Stephenson Street Cape Elizabeth, ME 04107",U29,43.6235746,-70.2430707,274400,677600,6130,7179
"7 Stone Bridge Road Cape Elizabeth, ME 04107",U30,43.6071949,-70.2259614,594600,1069800,13283,11493
"7 Susan Road Cape Elizabeth, ME 04107",U43,43.577362,-70.2419422,224400,558800,5013,6147
"7 Sweet Fern Road Cape Elizabeth, ME 04107",U19,43.5820304,-70.2262637,169800,482700,3793,5035
"7 Sweetsir Road Cape Elizabeth, ME 04107",U19,43.5834586,-70.2330239,358400,878100,8007,9384
"7 Tall Pine Road Cape Elizabeth, ME 04107",U23,43.5985791,-70.2356199,229200,536000,5120,5621
"7 Tanager Lane Cape Elizabeth, ME 04107",R04,43.6093764,-70.2579628,293600,746200,6559,8142
"7 Tiger Lily Lane Cape Elizabeth, ME 04107",U60,43.5994669,-70.2583112,948700,1723200,21194,18955
"7 Todd Road Cape Elizabeth, ME 04107",U10,43.6008705,-70.21888,315700,708400,7053,7792
"7 Tote Road Cape Elizabeth, ME 04107",U27,43.6111737,-70.2514215,410100,877000,9162,9372
"7 Valley Road Cape Elizabeth, ME 04107",U27,43.6143222,-70.2502925,331400,630600,7403,6937
"7 Wabun Road Cape Elizabeth, ME 04107",U12,43.5820361,-70.208098,275500,649400,6155,7143
"7 Wainwright Drive Cape Elizabeth, ME 04107",U52,43.5924184,-70.2476988,471300,996200,10529,10617
"7 Warbler Drive Cape Elizabeth, ME 04107",R04,43.6087531,-70.2589362,305700,782800,6829,8336
"7 Wentworth Road Cape Elizabeth, ME 04107",U18,43.5761819,-70.223374,266600,647900,5956,6852
"7 Westfield Road Cape Elizabeth, ME 04107",U42,43.5819222,-70.2171522,217500,524700,4859,5497
"7 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.605536,-70.240249,216000,597700,4825,6300
"7 Wilton Lane Cape Elizabeth, ME 04107",U28,43.6187586,-70.2516966,222200,539100,4964,5655
"7 Winding Way Cape Elizabeth, ME 04107",U38,43.5687768,-70.2071828,562000,1363500,12555,14999
"7 Winslow Place Cape Elizabeth, ME 04107",U30,43.6119533,-70.233371,172200,364400,3847,4008
"8 Abaco Drive Cape Elizabeth, ME 04107",U33,43.6255856,-70.2292434,487100,1162700,10882,12790
"8 Alexander Drive Cape Elizabeth, ME 04107",R04,43.6109737,-70.2536061,406600,911000,9083,9746
"8 Algonquin Road Cape Elizabeth, ME 04107",U12,43.5805384,-70.2094847,334500,722800,7473,7676
"8 Apple Tree Lane Cape Elizabeth, ME 04107",U58,43.5932442,-70.2570063,510800,1064000,11411,11429
"8 Arrow Point Road Cape Elizabeth, ME 04107",U04,43.6275909,-70.2263917,349000,988900,7797,10878
"8 Aster Lane Cape Elizabeth, ME 04107",U49,43.6232637,-70.2419908,423400,1048900,9459,11081
"8 Avon Road Cape Elizabeth, ME 04107",U12,43.5803687,-70.2128289,379500,803000,8478,8558
"8 Bay View Road Cape Elizabeth, ME 04107",U03,43.6309938,-70.225021,392300,1130600,8764,12162
"8 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,43.602032,-70.2177377,266000,712400,5942,7836
"8 Beverly Terrace Cape Elizabeth, ME 04107",U28,43.6380263,-70.2388549,232800,523600,5201,5485
"8 Blueberry Road Cape Elizabeth, ME 04107",U34,43.6328,-70.2340585,419400,797800,9369,8776
"8 Broad Cove Road Cape Elizabeth, ME 04107",U18,43.5738875,-70.2186971,418800,956900,9356,10251
"8 Canterbury Way Cape Elizabeth, ME 04107",U29,43.5992376,-70.2240477,378400,638200,8453,6745
"8 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.627394,-70.2311672,241600,559000,5397,5874
"8 Carriage Hill Road Cape Elizabeth, ME 04107",U42,43.5841811,-70.2147426,313400,685100,7001,7261
"8 Channel View Road Cape Elizabeth, ME 04107",U38,43.5734929,-70.2081039,368600,992900,8235,10922
"8 Charles Road Cape Elizabeth, ME 04107",U01,43.6325272,-70.227097,190600,606400,4258,6670
"8 Cherry Circle Cape Elizabeth, ME 04107",U35,43.5969055,-70.2385933,232000,536300,5183,5624
"8 Cheverus Road Cape Elizabeth, ME 04107",U33,43.6219079,-70.2353828,142300,486700,3179,5079
"8 Clinton Road Cape Elizabeth, ME 04107",U24,43.6037094,-70.2335637,203900,494700,4555,5442
"8 Cole Field Cape Elizabeth, ME 04107",U53,43.5985742,-70.2666429,522200,1237700,11666,13615
"8 Cottage Farms Road Cape Elizabeth, ME 04107",U03,43.6322832,-70.225483,310300,806100,6932,8592
"8 Cove View Road Cape Elizabeth, ME 04107",U56,43.571534,-70.211721,143600,397300,3208,4370
"8 Crescent View Ave Cape Elizabeth, ME 04107",U16,43.5679907,-70.22223,294000,655400,6568,7209
"8 Cross Hill Road Cape Elizabeth, ME 04107",U58,43.5930945,-70.2552072,598000,1319300,13359,14512
"8 Davcarley Road Cape Elizabeth, ME 04107",U25,43.6107389,-70.2383903,180700,548100,4037,5754
"8 Dean Way Cape Elizabeth, ME 04107",U18,43.5753519,-70.2184625,266000,621100,5942,6832
"8 Dipper Road Cape Elizabeth, ME 04107",R04,43.6078775,-70.2569616,319900,776500,7147,8267
"8 Dyer Lane Cape Elizabeth, ME 04107",U15,43.5627551,-70.2006792,744600,1972400,16634,21421
"8 Dyer Pond Road Cape Elizabeth, ME 04107",U51,43.6174201,-70.2188996,741700,1877500,16570,20653
"8 Eastfield Road Cape Elizabeth, ME 04107",U42,43.5829531,-70.2146466,269200,668400,6014,7352
"8 Eastman Road Cape Elizabeth, ME 04107",U27,43.6086272,-70.2507446,210200,510200,4696,5612
"8 Elmwood Road Cape Elizabeth, ME 04107",U03,43.631413,-70.2265506,274300,893000,6128,9823
"8 Evergreen Circle Cape Elizabeth, ME 04107",U35,43.5971607,-70.2379022,261000,533300,5831,5591
"8 Farm Hill Road Cape Elizabeth, ME 04107",U21,43.5946812,-70.2329541,194700,464200,4350,5106
"8 Farms Edge Road Cape Elizabeth, ME 04107",U53,43.594599,-70.2674397,437700,964600,9778,10336
"8 Fenway Road Cape Elizabeth, ME 04107",U44,43.5799218,-70.2337493,249900,562900,5583,6192
"8 Fox Hill Road Cape Elizabeth, ME 04107",U24,43.6071465,-70.2307818,606100,841700,13540,9259
"8 Gladys Road Cape Elizabeth, ME 04107",U19,43.5814622,-70.2267059,262400,566300,5862,5954
"8 Golden Ridge Lane Cape Elizabeth, ME 04107",U17,43.5719034,-70.2243806,685000,1874000,15302,20064
"8 Granite Ridge Road Cape Elizabeth, ME 04107",U50,43.6198101,-70.2257867,1316000,2482000,29400,26752
"8 Great Pond Drive Cape Elizabeth, ME 04107",R06,43.5815397,-70.2319191,349600,707200,7810,7780
"8 Hamlin Street Cape Elizabeth, ME 04107",U29,43.6229499,-70.2429572,668600,1541800,14936,16410
"8 Hampton Road Cape Elizabeth, ME 04107",U19,43.5828742,-70.2285522,440800,1069400,9848,11214
"8 Hannaford Cove Road Cape Elizabeth, ME 04107",U40,43.5633436,-70.2117252,313400,708100,7001,7789
"8 Headland Lane Cape Elizabeth, ME 04107",U49,43.619437,-70.2413195,368400,710400,8230,7814
"8 Hermit Thrush Road Cape Elizabeth, ME 04107",U04,43.627173,-70.2262188,219700,710900,4908,7545
"8 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.5730946,-70.2038969,620400,1678900,13860,18193
"8 Ivie Road Cape Elizabeth, ME 04107",U04,43.6257975,-70.2221675,401000,994500,8958,10665
"8 Jewett Road Cape Elizabeth, ME 04107",U19,43.583138,-70.2296357,268200,612700,5992,6465
"8 Katahdin Road Cape Elizabeth, ME 04107",U12,43.5799675,-70.2093663,371500,843900,8299,8942
"8 Kettle Cove Road Cape Elizabeth, ME 04107",U16,43.5697355,-70.2215726,434700,932500,9711,9983
"8 Leighton Farm Road Cape Elizabeth, ME 04107",R05,43.5948897,-70.2537768,495500,1067500,11069,11407
"8 Lighthouse Point Road Cape Elizabeth, ME 04107",U15,43.5657489,-70.2013937,454700,1387600,10158,15264
"8 Linwood Street Cape Elizabeth, ME 04107",U34,43.6308021,-70.236468,211400,575600,4723,6332
"8 Littlejohn Road Cape Elizabeth, ME 04107",U06,43.6234739,-70.2182665,421200,951900,9410,10196
"8 Locksley Road Cape Elizabeth, ME 04107",U06,43.6223387,-70.2230584,316500,677900,7071,7457
"8 Longfellow Drive Cape Elizabeth, ME 04107",U21,43.5950693,-70.2358964,178300,529000,3983,5544
"8 Lydon Lane Cape Elizabeth, ME 04107",U33,43.6259571,-70.2345739,521100,1322500,11641,14548
"8 Maiden Cove Lane Cape Elizabeth, ME 04107",U05,43.6281284,-70.2152172,1232800,2860400,27541,31464
"8 Maxwell Woods Drive Cape Elizabeth, ME 04107",U29,43.619039,-70.244031,354400,933800,7917,9997
"8 Mcauley Road Cape Elizabeth, ME 04107",U49,43.6228271,-70.2383555,220400,552400,4924,5801
"8 Mckenney Point Road Cape Elizabeth, ME 04107",U41,43.559181,-70.210857,448600,1006300,10022,11069
"8 Meadow Way Cape Elizabeth, ME 04107",U21,43.5942736,-70.2350705,177100,457900,3956,4762
"8 Mountain View Road Cape Elizabeth, ME 04107",U03,43.6316694,-70.2248316,433600,1000100,9687,11001
"8 Oakview Drive Cape Elizabeth, ME 04107",U25,43.6073955,-70.2359731,146900,336500,3282,3427
"8 Oakwood Road Cape Elizabeth, ME 04107",U24,43.6058407,-70.2335543,239000,513300,5339,5371
"8 Ocean Avenue Cape Elizabeth, ME 04107",U17,43.5682972,-70.2231211,291900,666000,6521,7326
"8 Olde Fort Road Cape Elizabeth, ME 04107",U06,43.6224458,-70.2180903,496600,949200,11094,10166
"8 Orchard Road Cape Elizabeth, ME 04107",U21,43.5951312,-70.2351024,204800,489100,4575,5380
"8 Ottawa Road Cape Elizabeth, ME 04107",U02,43.6339582,-70.2254438,467200,910100,10437,10011
"8 Patricia Drive Cape Elizabeth, ME 04107",U35,43.5956334,-70.2417453,307500,551900,6870,6071
"8 Peabbles Cove Road Cape Elizabeth, ME 04107",U42,43.5850552,-70.2142295,512600,959400,11451,10553
"8 Pearl Street Cape Elizabeth, ME 04107",U22,43.5979298,-70.2280421,126700,244500,2830,2470
"8 Phoebes Way Cape Elizabeth, ME 04107",R04,43.6085908,-70.2570801,268600,763900,6001,8128
"8 Pine Point Road Cape Elizabeth, ME 04107",U35,43.5996795,-70.2367708,329700,594700,7365,6542
"8 Pine Ridge Road Cape Elizabeth, ME 04107",U36,43.5739534,-70.2091657,420100,1069900,9385,11769
"8 Pleasant Avenue Cape Elizabeth, ME 04107",U27,43.6113111,-70.2505418,214200,530300,4785,5833
"8 Pond View Road Cape Elizabeth, ME 04107",U18,43.5751458,-70.2216843,237400,538000,5304,5918
"8 Prout Place Cape Elizabeth, ME 04107",U53,43.5973076,-70.2683712,749400,1928400,16742,20937
"8 Ramble Road Cape Elizabeth, ME 04107",U23,43.5985898,-70.2327905,312600,781100,6983,8251
"8 Reef Road Cape Elizabeth, ME 04107",U13,43.5853582,-70.2073264,472000,929000,10544,9944
"8 Robinhood Road Cape Elizabeth, ME 04107",U06,43.622433,-70.220603,123200,276400,2752,3040
"8 Rock Wall Lane Cape Elizabeth, ME 04107",U04,43.624955,-70.2262064,533200,1115900,11912,12275
"8 Rosewood Drive Cape Elizabeth, ME 04107",U34,43.63107,-70.2344186,485100,904800,10837,9678
"8 Roundabout Lane Cape Elizabeth, ME 04107",U36,43.5744858,-70.2102196,417600,987800,9329,10591
"8 Russet Lane Cape Elizabeth, ME 04107",U35,43.5967708,-70.2378427,284500,569600,6356,6266
"8 Salt Spray Lane Cape Elizabeth, ME 04107",U36,43.5768059,-70.2084964,1054900,2700900,23566,29435
"8 Sea Barn Road Cape Elizabeth, ME 04107",U08,43.6102688,-70.2148673,1292300,3081000,28870,33616
"8 Sea Star Lane Cape Elizabeth, ME 04107",R02,43.5849462,-70.2205586,242700,596900,5422,6566
"8 Sea View Avenue Cape Elizabeth, ME 04107",U02,43.632634,-70.2229753,584500,1541600,13058,16683
"8 Silva Drive Cape Elizabeth, ME 04107",U46,43.6015662,-70.2649442,204400,504400,4566,5273
"8 Smugglers Cove Road Cape Elizabeth, ME 04107",U10,43.6041816,-70.2160305,408300,699100,9121,7415
"8 Spoondrift Lane Cape Elizabeth, ME 04107",U36,43.5771688,-70.2124755,483100,1165600,10792,12822
"8 State Avenue Cape Elizabeth, ME 04107",U28,43.6201212,-70.2492064,176500,509100,3943,5325
"8 Steeplebush Road Cape Elizabeth, ME 04107",U58,43.5952883,-70.2553254,580600,1336100,12971,14356
"8 Stonybrook Road Cape Elizabeth, ME 04107",U03,43.6301252,-70.2222366,564200,1263400,12604,13897
"8 Surf Road Cape Elizabeth, ME 04107",U05,43.6263561,-70.2161095,488100,1268300,10904,13676
"8 Surf Side Avenue Cape Elizabeth, ME 04107",U12,43.5822388,-70.2051859,1364200,2664300,30476,29307
"8 Susan Road Cape Elizabeth, ME 04107",U43,43.5775159,-70.2414213,217600,544600,4861,5991
"8 Sweet Fern Road Cape Elizabeth, ME 04107",U19,43.5824251,-70.2263932,263400,662100,5884,7008
"8 Tanager Lane Cape Elizabeth, ME 04107",R04,43.6097613,-70.257954,279900,767800,6253,8171
"8 Tiger Lily Lane Cape Elizabeth, ME 04107",U60,43.6001777,-70.2595893,841300,1799900,18795,19524
"8 Two Lights Terrace Cape Elizabeth, ME 04107",U15,43.5649056,-70.200912,575500,944100,12857,10110
"8 Wabun Road Cape Elizabeth, ME 04107",U12,43.5819699,-70.2093199,358100,811600,8000,8653
"8 Waterhouse Road Cape Elizabeth, ME 04107",U29,43.6210079,-70.2469768,198800,525000,4441,5775
"8 Waumbek Road Cape Elizabeth, ME 04107",U12,43.5823597,-70.2071109,307800,695500,6876,7651
"8 Westfield Road Cape Elizabeth, ME 04107",U42,43.5814066,-70.2170772,279300,551100,6240,6062
"8 Whale Back Way Cape Elizabeth, ME 04107",R03,43.5807345,-70.2198711,626200,1573200,13989,17030
"8 Wildwood Drive Cape Elizabeth, ME 04107",U24,43.6053105,-70.2401122,286700,588800,6405,6202
"8 Winslow Place Cape Elizabeth, ME 04107",U30,43.611918,-70.23336,182200,351000,4070,3861
"8 Winter Lane Cape Elizabeth, ME 04107",R08,43.5887691,-70.2356288,800,1600,18,18
"8 Woodcrest Road Cape Elizabeth, ME 04107",U04,43.6264048,-70.2284948,390100,955500,8715,10236
"8 Woods Knoll Drive Cape Elizabeth, ME 04107",R02,43.5881979,-70.2219456,626300,1674500,13992,18420
"9 Abaco Drive Cape Elizabeth, ME 04107",U33,43.6259034,-70.2298308,472100,1170800,10547,12604
"9 Algonquin Road Cape Elizabeth, ME 04107",U12,43.5808265,-70.208348,254900,742300,5694,7890
"9 Apple Tree Lane Cape Elizabeth, ME 04107",U58,43.5928368,-70.2573809,416600,887200,9307,9759
"9 Avon Road Cape Elizabeth, ME 04107",U12,43.5801218,-70.2140725,488800,1055000,10920,11330
"9 Bayberry Lane Cape Elizabeth, ME 04107",U19,43.5832475,-70.2259385,288500,620100,6445,6546
"9 Beach Bluff Terrace Cape Elizabeth, ME 04107",U10,43.602376,-70.2180199,262400,725400,5862,7611
"9 Beacon Lane Cape Elizabeth, ME 04107",U15,43.563999,-70.2026694,391700,696400,8751,7660
"9 Birch Knolls Cape Elizabeth, ME 04107",U05,43.6278648,-70.2171515,1021900,2497100,22829,27193
"9 Blueberry Road Cape Elizabeth, ME 04107",U34,43.6330644,-70.2329795,322600,711200,7207,7548
"9 Bridlepath Way Cape Elizabeth, ME 04107",U06,43.6220672,-70.2202514,320900,784800,7169,8358
"9 Canterbury Way Cape Elizabeth, ME 04107",U29,43.5990505,-70.2244221,285500,580300,6378,6108
"9 Cap Elliot Road Cape Elizabeth, ME 04107",U40,43.5654721,-70.206417,345700,970700,7723,10678
"9 Cape Woods Drive Cape Elizabeth, ME 04107",U33,43.6276094,-70.2309256,264200,547900,5902,5961
"9 Cedar Ledge Road Cape Elizabeth, ME 04107",U04,43.628285,-70.22484,415700,891400,9287,9530
"9 Channel View Road Cape Elizabeth, ME 04107",U38,43.5734327,-70.2089636,469300,1125400,10484,12104
"9 Charles Road Cape Elizabeth, ME 04107",U01,43.6327262,-70.2275115,209400,678000,4678,7458
"9 Cheverus Road Cape Elizabeth, ME 04107",U33,43.6221346,-70.2359674,191500,542100,4278,5688
"9 Clinton Road Cape Elizabeth, ME 04107",U24,43.6038036,-70.2325615,232900,473500,5203,5209
"9 Cottage Lane Cape Elizabeth, ME 04107",U05,43.6270385,-70.215684,726000,1464700,16219,15837
"9 Cragmoor Cape Elizabeth, ME 04107",U02,43.632125,-70.2209497,1494600,2699700,33389,29422
"9 Crescent View Ave Cape Elizabeth, ME 04107",U16,43.5683569,-70.2227164,337100,768500,7531,8179
"9 Cross Hill Road Cape Elizabeth, ME 04107",U58,43.5935494,-70.2555125,554200,1354500,12381,14625
"9 Dean Way Cape Elizabeth, ME 04107",U18,43.5749501,-70.2177912,229400,622600,5125,6574
"9 Eastfield Road Cape Elizabeth, ME 04107",U42,43.5833842,-70.2147959,267300,685300,5971,7538
"9 Elmwood Road Cape Elizabeth, ME 04107",U03,43.6316576,-70.2269195,216600,721800,4839,7940
"9 Farm Hill Road Cape Elizabeth, ME 04107",U21,43.5945005,-70.2334075,186100,478000,4157,4983
"9 Fenway Road Cape Elizabeth, ME 04107",U44,43.5798812,-70.2331819,232800,531100,5201,5842
"9 Forest Road Cape Elizabeth, ME 04107",U03,43.6315381,-70.2255479,502900,1038700,11235,11426
"9 Gladys Road Cape Elizabeth, ME 04107",U19,43.5809334,-70.2270245,289900,649900,6476,6874
"9 Glen Avenue Cape Elizabeth, ME 04107",U02,43.6336481,-70.2243512,312200,752600,6975,8004
"9 Golden Ridge Lane Cape Elizabeth, ME 04107",U17,43.571338,-70.223748,254200,1046000,5678,11506
"9 Granite Ridge Road Cape Elizabeth, ME 04107",U50,43.6194278,-70.2254966,1180000,2013800,26362,21602
"9 Great Pond Drive Cape Elizabeth, ME 04107",R06,43.5811098,-70.2329342,318600,689200,7118,6900
"9 Grover Road Cape Elizabeth, ME 04107",U20,43.5853994,-70.2285131,388000,958000,8668,10538
"9 Hamlin Street Cape Elizabeth, ME 04107",U29,43.6221912,-70.2425347,886800,1372200,19812,15094
"9 Hampton Road Cape Elizabeth, ME 04107",U19,43.5832069,-70.2281511,519000,1233800,11594,13022
"9 Hannaford Cove Road Cape Elizabeth, ME 04107",U40,43.563615,-70.212176,518900,1174400,11592,12918
"9 Headland Lane Cape Elizabeth, ME 04107",U49,43.6192416,-70.2419042,410300,710400,9166,7539
"9 Hemlock Hill Road Cape Elizabeth, ME 04107",U33,43.6252502,-70.2318704,463600,795500,10357,8476
"9 Hermit Thrush Road Cape Elizabeth, ME 04107",U04,43.6269868,-70.2265781,344300,815300,7692,8627
"9 High Bluff Road Cape Elizabeth, ME 04107",U04,43.6261093,-70.2239888,410500,994100,9171,10594
"9 High View Road Cape Elizabeth, ME 04107",U42,43.5835584,-70.2120824,331300,713200,7401,7845
"9 Hunts Point Road Cape Elizabeth, ME 04107",U38,43.5735849,-70.2044314,556400,1620200,12430,17547
"9 Ironclad Road Cape Elizabeth, ME 04107",U08,43.6156633,-70.21208,692400,1237300,15468,13610
"9 Ivie Road Cape Elizabeth, ME 04107",U04,43.626035,-70.2228095,403000,1016900,9003,10911
"9 Jewett Road Cape Elizabeth, ME 04107",U19,43.5829867,-70.2291613,196300,513000,4385,5368
"9 Juniper Lane Cape Elizabeth, ME 04107",U23,43.5991584,-70.2348161,234900,542800,5248,5971
"9 Katahdin Road Cape Elizabeth, ME 04107",U12,43.5797501,-70.2097878,363100,782200,8112,8604
"9 Ledgewood Lane Cape Elizabeth, ME 04107",U36,43.5766894,-70.2107001,545800,1675300,12193,18428
"9 Leighton Farm Road Cape Elizabeth, ME 04107",R05,43.5951816,-70.2530128,556400,1022100,12430,11243
"9 Linwood Street Cape Elizabeth, ME 04107",U34,43.6311593,-70.236731,252200,582400,5634,6406
"9 Little Pond Lane Cape Elizabeth, ME 04107",R09,43.5591732,-70.2506239,188500,282400,4211,3106
